sourceKey,sourcePlayerId,externalId,name,displayName,position,nflTeam,yearsPro,statusCode,statusText,isRestricted,school,draftYear,overallPick,round,pickInRound,projectedNflTeam,projectedNflTeamAbbr,pickOwnerRaw,pickAcquiredFrom,isCompPick,source,sourceUrl,isFantasyPosition
mock-rookie-class-2026,2026-001-fernando-mendoza-qb,2026-001-fernando-mendoza-qb,Fernando Mendoza,Fernando Mendoza,QB,LV,0,ROOKIE,2026 rookie mock class,false,Indiana,2026,1,1,1,Las Vegas Raiders,LV,Las Vegas Raiders,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,true
mock-rookie-class-2026,2026-002-arvell-reese-lb,2026-002-arvell-reese-lb,Arvell Reese,Arvell Reese,LB,NYJ,0,ROOKIE,2026 rookie mock class,false,Ohio State,2026,2,1,2,New York Jets,NYJ,New York Jets,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,false
mock-rookie-class-2026,2026-003-francis-mauigoa-ot,2026-003-francis-mauigoa-ot,Francis Mauigoa,Francis Mauigoa,OT,ARI,0,ROOKIE,2026 rookie mock class,false,Miami (FL),2026,3,1,3,Arizona Cardinals,ARI,Arizona Cardinals,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,false
mock-rookie-class-2026,2026-004-david-bailey-edge,2026-004-david-bailey-edge,David Bailey,David Bailey,EDGE,TEN,0,ROOKIE,2026 rookie mock class,false,Texas Tech,2026,4,1,4,Tennessee Titans,TEN,Tennessee Titans,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,false
mock-rookie-class-2026,2026-005-sonny-styles-lb,2026-005-sonny-styles-lb,Sonny Styles,Sonny Styles,LB,NYG,0,ROOKIE,2026 rookie mock class,false,Ohio State,2026,5,1,5,New York Giants,NYG,New York Giants,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,false
mock-rookie-class-2026,2026-006-makai-lemon-wr,2026-006-makai-lemon-wr,Makai Lemon,Makai Lemon,WR,CLE,0,ROOKIE,2026 rookie mock class,false,Southern Cal,2026,6,1,6,Cleveland Browns,CLE,Cleveland Browns,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,true
mock-rookie-class-2026,2026-007-caleb-downs-s,2026-007-caleb-downs-s,Caleb Downs,Caleb Downs,S,WSH,0,ROOKIE,2026 rookie mock class,false,Ohio State,2026,7,1,7,Washington Commanders,WSH,Washington Commanders,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,false
mock-rookie-class-2026,2026-008-carnell-tate-wr,2026-008-carnell-tate-wr,Carnell Tate,Carnell Tate,WR,NO,0,ROOKIE,2026 rookie mock class,false,Ohio State,2026,8,1,8,New Orleans Saints,NO,New Orleans Saints,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,true
mock-rookie-class-2026,2026-009-mansoor-delane-cb,2026-009-mansoor-delane-cb,Mansoor Delane,Mansoor Delane,CB,KC,0,ROOKIE,2026 rookie mock class,false,LSU,2026,9,1,9,Kansas City Chiefs,KC,Kansas City Chiefs,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,false
mock-rookie-class-2026,2026-010-rueben-bain-edge,2026-010-rueben-bain-edge,Rueben Bain,Rueben Bain,EDGE,CIN,0,ROOKIE,2026 rookie mock class,false,Miami (FL),2026,10,1,10,Cincinnati Bengals,CIN,Cincinnati Bengals,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,false
mock-rookie-class-2026,2026-011-jermod-mccoy-cb,2026-011-jermod-mccoy-cb,Jermod McCoy,Jermod McCoy,CB,MIA,0,ROOKIE,2026 rookie mock class,false,Tennessee,2026,11,1,11,Miami Dolphins,MIA,Miami Dolphins,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,false
mock-rookie-class-2026,2026-012-dillon-thieneman-s,2026-012-dillon-thieneman-s,Dillon Thieneman,Dillon Thieneman,S,DAL,0,ROOKIE,2026 rookie mock class,false,Oregon,2026,12,1,12,Dallas Cowboys,DAL,Dallas Cowboys,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,false
mock-rookie-class-2026,2026-013-jeremiyah-love-rb,2026-013-jeremiyah-love-rb,Jeremiyah Love,Jeremiyah Love,RB,LAR,0,ROOKIE,2026 rookie mock class,false,Notre Dame,2026,13,1,13,Los Angeles Rams,LAR,Los Angeles Rams (F. ATL),Atlanta Falcons,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,true
mock-rookie-class-2026,2026-014-olaivavega-ioane-iol,2026-014-olaivavega-ioane-iol,Olaivavega Ioane,Olaivavega Ioane,IOL,BAL,0,ROOKIE,2026 rookie mock class,false,Penn State,2026,14,1,14,Baltimore Ravens,BAL,Baltimore Ravens,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,false
mock-rookie-class-2026,2026-015-akheem-mesidor-edge,2026-015-akheem-mesidor-edge,Akheem Mesidor,Akheem Mesidor,EDGE,TB,0,ROOKIE,2026 rookie mock class,false,Miami (FL),2026,15,1,15,Tampa Bay Buccaneers,TB,Tampa Bay Buccaneers,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,false
mock-rookie-class-2026,2026-016-jordyn-tyson-wr,2026-016-jordyn-tyson-wr,Jordyn Tyson,Jordyn Tyson,WR,NYJ,0,ROOKIE,2026 rookie mock class,false,Arizona State,2026,16,1,16,New York Jets,NYJ,New York Jets (F. IND),Indianapolis Colts,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,true
mock-rookie-class-2026,2026-017-spencer-fano-ot,2026-017-spencer-fano-ot,Spencer Fano,Spencer Fano,OT,DET,0,ROOKIE,2026 rookie mock class,false,Utah,2026,17,1,17,Detroit Lions,DET,Detroit Lions,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,false
mock-rookie-class-2026,2026-018-emmanuel-mcneill-warren-s,2026-018-emmanuel-mcneill-warren-s,Emmanuel McNeill-Warren,Emmanuel McNeill-Warren,S,MIN,0,ROOKIE,2026 rookie mock class,false,Toledo,2026,18,1,18,Minnesota Vikings,MIN,Minnesota Vikings,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,false
mock-rookie-class-2026,2026-019-kenyon-sadiq-te,2026-019-kenyon-sadiq-te,Kenyon Sadiq,Kenyon Sadiq,TE,CAR,0,ROOKIE,2026 rookie mock class,false,Oregon,2026,19,1,19,Carolina Panthers,CAR,Carolina Panthers,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,true
mock-rookie-class-2026,2026-020-avieon-terrell-cb,2026-020-avieon-terrell-cb,Avieon Terrell,Avieon Terrell,CB,DAL,0,ROOKIE,2026 rookie mock class,false,Clemson,2026,20,1,20,Dallas Cowboys,DAL,Dallas Cowboys (F. GB),Green Bay Packers,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,false
mock-rookie-class-2026,2026-021-cashius-howell-edge,2026-021-cashius-howell-edge,Cashius Howell,Cashius Howell,EDGE,PIT,0,ROOKIE,2026 rookie mock class,false,Texas A&M,2026,21,1,21,Pittsburgh Steelers,PIT,Pittsburgh Steelers,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,false
mock-rookie-class-2026,2026-022-peter-woods-dl,2026-022-peter-woods-dl,Peter Woods,Peter Woods,DL,LAC,0,ROOKIE,2026 rookie mock class,false,Clemson,2026,22,1,22,Los Angeles Chargers,LAC,Los Angeles Chargers,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,false
mock-rookie-class-2026,2026-023-denzel-boston-wr,2026-023-denzel-boston-wr,Denzel Boston,Denzel Boston,WR,PHI,0,ROOKIE,2026 rookie mock class,false,Washington,2026,23,1,23,Philadelphia Eagles,PHI,Philadelphia Eagles,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,true
mock-rookie-class-2026,2026-024-monroe-freeling-ot,2026-024-monroe-freeling-ot,Monroe Freeling,Monroe Freeling,OT,CLE,0,ROOKIE,2026 rookie mock class,false,Georgia,2026,24,1,24,Cleveland Browns,CLE,Cleveland Browns (F. JAX),Jacksonville Jaguars,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,false
mock-rookie-class-2026,2026-025-kayden-mcdonald-dl,2026-025-kayden-mcdonald-dl,Kayden McDonald,Kayden McDonald,DL,CHI,0,ROOKIE,2026 rookie mock class,false,Ohio State,2026,25,1,25,Chicago Bears,CHI,Chicago Bears,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,false
mock-rookie-class-2026,2026-026-omar-cooper-jr-wr,2026-026-omar-cooper-jr-wr,Omar Cooper Jr,Omar Cooper Jr,WR,BUF,0,ROOKIE,2026 rookie mock class,false,Indiana,2026,26,1,26,Buffalo Bills,BUF,Buffalo Bills,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,true
mock-rookie-class-2026,2026-027-caleb-lomu-ot,2026-027-caleb-lomu-ot,Caleb Lomu,Caleb Lomu,OT,SF,0,ROOKIE,2026 rookie mock class,false,Utah,2026,27,1,27,San Francisco 49ers,SF,San Francisco 49ers,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,false
mock-rookie-class-2026,2026-028-kadyn-proctor-ot,2026-028-kadyn-proctor-ot,Kadyn Proctor,Kadyn Proctor,OT,HOU,0,ROOKIE,2026 rookie mock class,false,Alabama,2026,28,1,28,Houston Texans,HOU,Houston Texans,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,false
mock-rookie-class-2026,2026-029-keldric-faulk-edge,2026-029-keldric-faulk-edge,Keldric Faulk,Keldric Faulk,EDGE,KC,0,ROOKIE,2026 rookie mock class,false,Auburn,2026,29,1,29,Kansas City Chiefs,KC,Kansas City Chiefs (F. LAR),Los Angeles Rams,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,false
mock-rookie-class-2026,2026-030-max-iheanachor-ot,2026-030-max-iheanachor-ot,Max Iheanachor,Max Iheanachor,OT,MIA,0,ROOKIE,2026 rookie mock class,false,Arizona State,2026,30,1,30,Miami Dolphins,MIA,Miami Dolphins (F. DEN),Denver Broncos,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,false
mock-rookie-class-2026,2026-031-t-j-parker-edge,2026-031-t-j-parker-edge,T.J. Parker,T.J. Parker,EDGE,NE,0,ROOKIE,2026 rookie mock class,false,Clemson,2026,31,1,31,New England Patriots,NE,New England Patriots,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,false
mock-rookie-class-2026,2026-032-brandon-cisse-cb,2026-032-brandon-cisse-cb,Brandon Cisse,Brandon Cisse,CB,SEA,0,ROOKIE,2026 rookie mock class,false,South Carolina,2026,32,1,32,Seattle Seahawks,SEA,Seattle Seahawks,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-brian/,false
mock-rookie-class-2026,2026-033-zion-young-edge,2026-033-zion-young-edge,Zion Young,Zion Young,EDGE,NYJ,0,ROOKIE,2026 rookie mock class,false,Missouri,2026,33,2,1,New York Jets,NYJ,New York Jets,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-034-ty-simpson-qb,2026-034-ty-simpson-qb,Ty Simpson,Ty Simpson,QB,ARI,0,ROOKIE,2026 rookie mock class,false,Alabama,2026,34,2,2,Arizona Cardinals,ARI,Arizona Cardinals,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,true
mock-rookie-class-2026,2026-035-gennings-dunker-ot,2026-035-gennings-dunker-ot,Gennings Dunker,Gennings Dunker,OT,TEN,0,ROOKIE,2026 rookie mock class,false,Iowa,2026,35,2,3,Tennessee Titans,TEN,Tennessee Titans,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-036-blake-miller-ot,2026-036-blake-miller-ot,Blake Miller,Blake Miller,OT,LV,0,ROOKIE,2026 rookie mock class,false,Clemson,2026,36,2,4,Las Vegas Raiders,LV,Las Vegas Raiders,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-037-k-c-conception-wr,2026-037-k-c-conception-wr,K.C. Conception,K.C. Conception,WR,NYG,0,ROOKIE,2026 rookie mock class,false,Texas A&M,2026,37,2,5,New York Giants,NYG,New York Giants,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,true
mock-rookie-class-2026,2026-038-caleb-banks-dl,2026-038-caleb-banks-dl,Caleb Banks,Caleb Banks,DL,HOU,0,ROOKIE,2026 rookie mock class,false,Florida,2026,38,2,6,Houston Texans,HOU,Houston Texans (F. WSH),Washington Commanders,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-039-colton-hood-cb,2026-039-colton-hood-cb,Colton Hood,Colton Hood,CB,CLE,0,ROOKIE,2026 rookie mock class,false,Tennessee,2026,39,2,7,Cleveland Browns,CLE,Cleveland Browns,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-040-chris-johnson-cb,2026-040-chris-johnson-cb,Chris Johnson,Chris Johnson,CB,KC,0,ROOKIE,2026 rookie mock class,false,San Diego State,2026,40,2,8,Kansas City Chiefs,KC,Kansas City Chiefs,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-041-dangelo-ponds-cb,2026-041-dangelo-ponds-cb,D'Angelo Ponds,D'Angelo Ponds,CB,CIN,0,ROOKIE,2026 rookie mock class,false,Indiana,2026,41,2,9,Cincinnati Bengals,CIN,Cincinnati Bengals,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-042-lee-hunter-dl,2026-042-lee-hunter-dl,Lee Hunter,Lee Hunter,DL,NO,0,ROOKIE,2026 rookie mock class,false,Texas Tech,2026,42,2,10,New Orleans Saints,NO,New Orleans Saints,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-043-chris-brazzell-iii-wr,2026-043-chris-brazzell-iii-wr,Chris Brazzell III,Chris Brazzell III,WR,MIA,0,ROOKIE,2026 rookie mock class,false,Tennessee,2026,43,2,11,Miami Dolphins,MIA,Miami Dolphins,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,true
mock-rookie-class-2026,2026-044-zachariah-branch-wr,2026-044-zachariah-branch-wr,Zachariah Branch,Zachariah Branch,WR,NYJ,0,ROOKIE,2026 rookie mock class,false,Georgia,2026,44,2,12,New York Jets,NYJ,New York Jets (F. DAL),Dallas Cowboys,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,true
mock-rookie-class-2026,2026-045-r-mason-thomas-edge,2026-045-r-mason-thomas-edge,R Mason Thomas,R Mason Thomas,EDGE,BAL,0,ROOKIE,2026 rookie mock class,false,Oklahoma,2026,45,2,13,Baltimore Ravens,BAL,Baltimore Ravens,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-046-c-j-allen-lb,2026-046-c-j-allen-lb,C.J. Allen,C.J. Allen,LB,TB,0,ROOKIE,2026 rookie mock class,false,Georgia,2026,46,2,14,Tampa Bay Buccaneers,TB,Tampa Bay Buccaneers,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-047-jacob-rodriguez-lb,2026-047-jacob-rodriguez-lb,Jacob Rodriguez,Jacob Rodriguez,LB,IND,0,ROOKIE,2026 rookie mock class,false,Texas Tech,2026,47,2,15,Indianapolis Colts,IND,Indianapolis Colts,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-048-emmanuel-pregnon-iol,2026-048-emmanuel-pregnon-iol,Emmanuel Pregnon,Emmanuel Pregnon,IOL,ATL,0,ROOKIE,2026 rookie mock class,false,Oregon,2026,48,2,16,Atlanta Falcons,ATL,Atlanta Falcons,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-049-gabe-jacas-edge,2026-049-gabe-jacas-edge,Gabe Jacas,Gabe Jacas,EDGE,MIN,0,ROOKIE,2026 rookie mock class,false,Illinois,2026,49,2,17,Minnesota Vikings,MIN,Minnesota Vikings,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-050-gracen-halton-dl,2026-050-gracen-halton-dl,Gracen Halton,Gracen Halton,DL,DET,0,ROOKIE,2026 rookie mock class,false,Oklahoma,2026,50,2,18,Detroit Lions,DET,Detroit Lions,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-051-christen-miller-dl,2026-051-christen-miller-dl,Christen Miller,Christen Miller,DL,CAR,0,ROOKIE,2026 rookie mock class,false,Georgia,2026,51,2,19,Carolina Panthers,CAR,Carolina Panthers,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
